,ridership,Austin,Quincy_Wells,Belmont,Archer_35th,Oak_Park,Western,Clark_Lake,Clinton,Merchandise_Mart,Irving_Park,Washington_Wells,Harlem,Monroe,Polk,Ashland,Kedzie,Addison,Jefferson_Park,Montrose,California,temp_min,temp,temp_max,temp_change,dew,humidity,pressure,pressure_change,wind,wind_max,gust,gust_max,percip,percip_max,weather_rain,weather_snow,weather_cloud,weather_storm,Blackhawks_Away,Blackhawks_Home,Bulls_Away,Bulls_Home,Bears_Away,Bears_Home,WhiteSox_Away,WhiteSox_Home,Cubs_Away,Cubs_Home
234,14.437,1.62,7.915,4.84,2.17,1.585,3.235,16.221,2.49,5.782,4.029,6.98,2.776,6.132,2.694,1.262,2.917,2.864,6.798,2.041,0.735,62.1,66.9,73.0,10.9,52.0,60.0,30.18,0.23,16.1,20.7,0.0,25.3,0.0,0.0,0.08,0.0,0.84,0.32,0,0,0,0,0,0,0,0,0,0
235,15.743,1.697,6.79,5.083,2.178,1.491,3.217,15.859,2.575,5.045,4.087,6.293,2.769,6.229,2.636,1.328,2.989,2.765,6.734,2.056,0.83,55.9,61.0,64.0,8.1,44.1,55.0,30.34,0.140000000000001,13.25,21.9,0.0,25.3,0.0,0.0,0.0,0.0,1.0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0
236,2.598,0.744,1.135,2.539,0.864,0.497,1.067,3.03,0.989,0.896,1.931,0.663,1.225,1.456,0.007,0.663,1.277,1.145,3.149,0.866,0.437,55.0,62.1,66.9,11.9,44.55,55.5,30.28,0.120000000000001,8.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.416666666666667,0,0,0,0,0,0,0,0,0,0
237,1.554,0.6,0.957,1.945,0.565,0.359,0.721,2.227,0.766,0.369,1.398,0.409,0.824,1.293,0.0,0.422,0.844,0.725,2.446,0.647,0.354,54.0,60.55,72.0,18.0,48.45,62.0,30.18,0.150000000000002,5.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
238,15.514,0.535,0.84,1.85,0.556,0.273,0.687,2.293,0.868,0.271,1.444,0.406,0.765,0.813,0.0,0.303,0.917,0.687,2.338,0.599,0.319,57.9,64.0,69.1,11.2,54.5,66.0,30.045,0.100000000000001,5.8,10.4,0.0,0.0,0.0,0.05,0.0,0.0,0.875,0.458333333333333,0,0,0,0,0,0,0,0,0,0
239,15.472,2.37,7.885,4.655,2.32,1.555,3.426,15.818,2.491,5.751,3.958,7.021,2.781,5.796,2.661,1.455,3.114,2.68,6.774,2.078,0.803,57.9,63.5,69.1,11.2,55.9,74.5,29.99,0.170000000000002,8.1,13.8,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.583333333333333,0,0,0,0,0,0,1,1,1,1
240,15.657,1.775,7.976,4.719,2.346,1.578,3.479,16.32,2.471,5.949,4.069,7.242,2.913,5.961,2.65,1.44,3.271,2.739,7.056,2.104,0.885,60.8,66.0,69.8,9.0,62.6,91.5,29.61,0.310000000000002,13.8,17.3,0.0,24.2,0.015,0.4,0.590909090909091,0.0,0.409090909090909,0.477272727272727,0,0,0,0,0,0,1,1,1,1
241,15.999,1.689,7.92,4.841,2.404,1.547,3.455,16.204,2.528,5.967,4.124,7.195,2.947,6.041,2.681,1.404,3.265,2.785,7.028,2.183,0.899,55.0,62.1,73.9,18.9,54.0,77.0,29.89,0.16,9.2,17.3,0.0,19.6,0.0,0.0,0.0,0.0,0.72,0.12,0,0,0,0,0,0,1,1,1,1
242,15.196,1.681,7.749,4.932,2.324,1.551,3.481,15.916,2.528,5.588,4.194,7.078,2.962,5.906,2.661,1.41,3.148,3.044,6.944,1.974,0.814,62.6,64.9,69.1,6.49999999999999,59.0,81.0,29.855,0.18,8.1,15.0,0.0,20.7,0.0,0.24,0.176470588235294,0.0,0.823529411764706,0.764705882352941,0,0,0,0,0,0,1,1,1,1
243,2.611,0.789,1.304,2.636,0.986,0.48,1.328,3.076,0.89,1.014,1.974,0.869,1.235,1.461,0.007,0.756,1.459,1.293,3.202,0.921,0.406,55.0,63.5,73.9,18.9,55.0,76.5,30.025,0.0899999999999999,5.2,10.4,0.0,19.6,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,0,1,1,1,1
244,1.637,0.493,0.72,1.826,0.427,0.284,0.611,2.137,0.825,0.383,1.343,0.421,0.747,0.77,0.0,0.358,0.738,0.894,2.158,0.648,0.302,55.9,63.0,68.0,12.1,56.2,80.5,29.92,0.140000000000001,6.9,20.7,0.0,26.5,0.0,0.33,0.433333333333333,0.0,0.533333333333333,0.433333333333333,0,0,0,0,0,1,1,1,1,1
245,15.671,1.724,8.32,4.822,2.386,1.54,3.57,16.218,2.51,5.969,4.079,7.332,2.953,6.113,2.809,1.44,3.31,3.029,6.982,2.134,0.86,48.9,52.0,55.9,7.0,41.0,74.0,30.14,0.209999999999997,17.3,23.0,24.2,29.9,0.0,0.02,0.16,0.0,0.84,0.36,0,0,0,0,0,0,1,1,1,1
246,15.923,1.513,6.059,4.062,2.127,1.406,3.125,11.733,2.197,3.824,3.437,6.759,2.593,5.104,2.027,1.183,2.888,2.418,6.122,1.875,0.754,43.0,49.45,57.0,14.0,34.0,56.0,30.165,0.120000000000001,13.8,18.4,0.0,25.3,0.0,0.0,0.125,0.0,0.833333333333333,0.0,0,0,0,0,0,0,1,1,1,1
247,15.943,1.557,6.986,4.181,2.235,1.503,3.38,14.567,2.268,5.63,3.312,6.878,2.716,5.382,2.58,1.367,2.962,2.448,6.27,1.94,0.778,48.0,52.55,69.1,21.1,37.0,52.5,30.005,0.16,11.5,15.0,0.0,20.7,0.0,0.0,0.0,0.0,1.0,0.208333333333333,0,0,0,0,0,0,1,1,1,1
248,15.212,1.653,8.04,4.621,2.269,1.513,3.511,14.437,2.582,6.058,3.742,7.201,2.797,5.92,2.556,1.405,3.189,2.482,6.628,2.021,0.816,48.0,55.9,62.1,14.1,45.0,71.0,30.12,0.16,9.8,17.3,0.0,21.9,0.0,0.0,0.0,0.0,0.791666666666667,0.0,0,0,0,0,0,0,1,1,1,1
249,15.536,1.629,7.282,4.61,2.246,1.499,3.437,15.743,2.586,5.492,3.616,6.886,2.82,5.911,2.556,1.424,3.118,2.512,6.546,1.908,0.791,54.0,55.9,55.9,1.9,46.9,75.0,30.24,0.140000000000001,11.5,17.3,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.814814814814815,0,0,0,0,0,0,1,1,1,1
250,2.824,0.709,0.97,2.287,0.812,0.466,1.102,2.598,0.883,1.079,1.696,0.677,1.163,1.195,0.009,0.634,1.215,0.866,2.719,0.784,0.407,50.0,57.0,64.9,14.9,48.0,72.0,30.34,0.0899999999999999,6.9,12.7,0.0,18.4,0.0,0.0,0.0,0.0,0.75,0.208333333333333,0,0,0,0,0,0,1,1,1,1
251,2.022,0.48,0.678,1.658,0.442,0.24,0.632,1.554,0.823,0.355,1.23,0.378,0.673,0.692,0.0,0.348,0.765,0.585,1.965,0.547,0.33,46.4,55.9,71.1,24.7,50.0,87.5,30.335,0.149999999999999,0.0,9.2,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.321428571428571,0.0,0,0,0,0,0,0,1,1,1,1
252,16.212,1.064,8.221,4.542,2.309,1.538,3.433,15.514,2.426,5.486,3.794,7.42,2.779,5.81,2.637,1.428,3.177,2.649,6.607,2.019,0.813,52.0,59.55,78.1,26.1,50.55,71.5,30.12,0.279999999999998,6.9,13.8,0.0,19.6,0.0,0.0,0.0,0.0,0.708333333333333,0.0,0,0,0,0,0,0,1,1,1,1
253,16.435,1.003,7.91,4.6,2.404,1.555,3.549,15.472,2.376,5.533,3.795,7.144,2.876,6.107,2.64,1.496,3.27,2.651,6.753,2.048,0.853,55.9,65.9,82.0,26.1,55.9,69.0,29.96,0.139999999999997,4.6,12.7,0.0,17.3,0.0,0.0,0.0,0.0,0.458333333333333,0.0,0,0,0,0,0,0,1,1,1,1
254,16.069,1.437,7.999,4.556,2.321,1.612,3.498,15.657,2.482,5.616,3.774,7.396,2.809,6.06,2.555,1.417,3.216,2.594,6.599,2.105,0.792,64.0,70.0,80.1,16.1,49.45,45.0,29.85,0.119999999999997,13.25,19.6,0.0,29.9,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0,0,0,0,0,0,1,1,1,1
255,16.006,1.725,7.82,4.815,2.397,1.584,3.58,15.999,2.449,5.512,3.88,7.195,2.891,6.261,2.651,1.39,3.303,2.712,6.846,2.093,0.891,51.1,57.0,64.0,12.9,50.0,80.0,30.0,0.150000000000002,8.1,17.3,0.0,20.7,0.0,0.18,0.448275862068966,0.0,0.448275862068966,0.310344827586207,1,0,0,0,0,0,1,1,1,1
256,15.457,1.64,7.305,4.627,2.254,1.512,3.419,15.196,2.422,5.223,3.831,6.783,2.726,5.62,2.598,1.413,3.096,2.652,6.503,1.929,0.822,48.0,48.9,53.6,5.6,46.0,86.0,29.995,0.139999999999997,4.6,16.1,0.0,0.0,0.0,0.23,0.423076923076923,0.0,0.576923076923077,0.576923076923077,0,0,0,0,0,0,1,1,1,1
257,3.366,0.701,0.961,2.367,0.833,0.499,1.161,2.611,0.777,0.828,1.803,0.785,1.146,1.271,0.008,0.653,1.327,0.892,2.926,0.847,0.469,36.0,44.1,51.1,15.1,30.9,70.0,30.135,0.199999999999999,8.1,20.7,0.0,27.6,0.0,0.0,0.0,0.0,0.625,0.0,1,0,0,0,0,0,1,1,1,1
258,2.871,0.437,0.578,1.619,0.47,0.226,0.587,1.637,0.807,0.261,1.221,0.359,0.694,0.726,0.0,0.357,0.657,0.554,1.876,0.559,0.331,33.1,41.55,52.0,18.9,27.0,57.5,30.315,0.16,3.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.583333333333333,0.0,0,0,0,0,1,0,1,1,1,1
259,11.801,1.536,8.2,4.449,2.31,1.546,3.354,15.671,2.521,5.542,3.713,7.341,2.779,5.795,2.54,1.438,3.202,2.617,6.648,2.001,0.818,43.0,51.1,66.0,23.0,35.0,49.5,30.325,0.149999999999999,9.2,16.1,0.0,25.3,0.0,0.0,0.0,0.0,0.833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0
260,16.28,1.62,8.156,4.531,2.43,1.532,3.494,15.923,2.489,5.802,3.839,7.134,2.808,6.219,2.704,1.407,3.24,2.701,6.755,1.997,0.869,55.0,61.0,73.0,18.0,45.5,51.5,30.2,0.16,15.0,21.9,23.0,33.4,0.0,0.0,0.0416666666666667,0.0,0.958333333333333,0.375,1,0,0,0,0,0,0,0,0,0
261,16.089,1.559,7.932,4.549,2.371,1.541,3.582,15.943,2.438,5.753,3.954,7.247,2.813,6.178,2.573,1.438,3.241,2.668,6.804,2.029,0.851,62.1,63.0,66.0,3.9,52.0,68.5,29.995,0.199999999999999,18.4,21.9,25.3,31.1,0.0,0.07,0.0833333333333333,0.0,0.916666666666667,0.75,0,0,0,0,0,0,0,0,0,0
262,16.198,1.568,7.711,4.656,2.405,1.581,3.522,15.212,2.401,5.666,3.844,7.041,2.974,5.904,2.498,1.467,3.22,2.955,6.783,1.987,0.813,53.1,57.9,64.9,11.8,47.45,70.5,30.03,0.199999999999999,8.1,19.6,0.0,23.0,0.0,0.03,0.115384615384615,0.0,0.846153846153846,0.615384615384615,0,1,0,0,0,0,0,0,0,0
263,15.695,1.575,7.381,4.654,2.295,1.49,3.404,15.536,2.576,5.514,3.833,6.802,2.789,5.763,2.557,1.443,3.096,2.805,6.55,1.894,0.851,54.0,57.0,60.1,6.1,53.1,88.0,29.84,0.260000000000002,12.7,18.4,0.0,0.0,0.0,0.23,0.620689655172414,0.0,0.379310344827586,0.206896551724138,1,0,0,0,0,0,0,0,0,0
264,2.895,0.786,1.013,2.314,0.889,0.504,1.117,2.824,0.872,1.206,1.783,0.797,1.199,1.311,0.01,0.611,1.321,1.173,3.001,0.816,0.452,57.0,59.0,69.1,12.1,57.2,93.0,29.69,0.509999999999998,9.2,26.5,0.0,35.7,0.0,0.31,0.444444444444444,0.0,0.555555555555556,0.488888888888889,0,0,0,0,0,0,0,0,0,0
265,2.369,0.501,0.716,1.708,0.492,0.32,0.696,2.022,0.83,0.42,1.29,0.379,0.702,0.945,0.0,0.368,0.763,0.84,1.945,0.551,0.316,50.0,55.4,60.1,10.1,51.1,88.0,29.47,0.370000000000001,9.2,24.2,0.0,32.2,0.0,0.1,0.289473684210526,0.0,0.710526315789474,0.289473684210526,0,1,0,0,0,1,0,0,0,0
266,16.023,1.653,8.058,4.4,2.393,1.578,3.476,16.212,2.526,6.333,3.738,7.268,2.8,5.945,2.535,1.479,3.356,2.673,6.74,1.957,0.857,45.0,50.0,53.1,8.1,37.9,64.5,30.045,0.300000000000001,11.5,16.1,0.0,23.0,0.0,0.0,0.0,0.0,0.75,0.5,0,0,0,0,0,0,0,0,0,0
267,15.962,1.693,8.168,4.601,2.348,1.616,3.561,16.435,2.411,6.506,3.828,7.456,2.891,6.21,2.676,1.441,3.323,2.944,6.75,2.072,0.831,44.1,45.0,53.1,9.0,41.0,86.0,30.03,0.23,12.7,24.2,0.0,31.1,0.0,0.02,0.321428571428571,0.0,0.678571428571429,0.321428571428571,0,0,0,0,0,0,0,0,0,0
268,15.755,1.694,8.034,4.62,2.416,1.611,3.591,16.069,2.421,6.422,3.928,7.265,2.977,6.044,2.503,1.461,3.286,2.835,6.869,2.079,0.902,35.1,43.55,51.1,16.0,30.0,58.0,30.255,0.140000000000001,8.65,13.8,0.0,20.7,0.0,0.0,0.0,0.0,0.458333333333333,0.0,0,0,0,0,0,0,0,0,0,0
269,15.907,1.651,8.308,4.679,2.346,1.596,3.572,16.006,2.489,6.677,3.966,7.479,2.948,6.276,2.65,1.42,3.29,2.879,6.755,2.142,0.879,42.1,47.0,64.0,21.9,32.0,50.5,30.105,0.359999999999999,12.7,26.5,0.0,33.4,0.0,0.0,0.0,0.0,0.791666666666667,0.125,1,0,0,0,0,0,0,0,0,0
270,15.733,1.615,7.547,4.671,2.329,1.512,3.418,15.457,2.536,5.897,3.802,6.878,2.813,6.023,2.616,1.389,3.172,2.758,6.595,2.057,0.897,48.2,55.0,60.1,11.9,39.0,54.0,29.93,0.0999999999999979,8.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.461538461538462,0,0,0,0,0,0,0,0,0,0
271,3.583,0.692,0.002,2.271,0.849,0.523,1.096,3.366,0.905,1.563,1.733,0.0,1.207,1.385,0.009,0.632,1.239,1.066,2.863,0.774,0.444,46.0,54.0,69.1,23.1,35.35,50.0,29.955,0.0799999999999983,8.1,16.1,0.0,19.6,0.0,0.0,0.0,0.0,0.833333333333333,0.0416666666666667,1,0,0,0,0,0,0,0,0,0
272,2.574,0.485,0.006,1.756,0.591,0.468,0.618,2.871,0.89,1.062,1.295,0.001,0.842,1.214,0.0,0.452,0.712,0.814,2.13,0.576,0.37,55.9,60.1,64.9,9.00000000000001,45.0,55.0,30.06,0.0799999999999983,6.9,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.461538461538462,0,1,0,0,1,0,0,0,0,0
273,15.439,1.427,6.605,3.901,1.851,1.231,2.601,11.801,2.042,5.512,3.131,5.588,2.325,4.813,2.154,1.154,2.385,2.016,5.561,1.678,0.645,55.0,58.45,64.9,9.90000000000001,53.0,81.0,30.015,0.32,6.9,10.4,0.0,0.0,0.0,0.0,0.0384615384615385,0.0,0.961538461538462,0.769230769230769,0,0,0,0,0,0,0,0,0,0
274,15.832,1.724,8.021,4.518,2.386,1.539,3.555,16.28,2.41,6.355,3.823,7.343,2.907,6.228,2.657,1.445,3.201,2.697,6.633,2.029,0.903,59.0,64.0,66.2,7.2,59.0,84.0,29.52,0.240000000000002,10.4,19.6,0.0,31.1,0.0,0.37,0.25,0.0,0.75,0.78125,0,1,0,0,0,0,0,0,0,0
275,15.485,1.706,7.89,4.421,2.326,1.521,3.611,16.089,2.433,6.434,3.821,7.249,2.838,6.048,2.583,1.447,3.163,2.652,6.706,2.041,0.908,50.0,62.1,64.4,14.4,57.9,90.0,29.45,0.210000000000001,11.5,31.1,0.0,43.7,0.0,0.28,0.365853658536585,0.0,0.634146341463415,0.317073170731707,0,0,0,0,0,0,0,0,0,0
276,15.327,1.695,7.908,4.676,2.375,1.545,3.627,16.198,2.466,6.311,3.868,7.214,2.853,6.259,2.636,1.457,3.219,2.772,6.757,2.103,0.881,37.0,39.9,48.9,11.9,27.0,62.0,29.68,0.41,25.3,34.5,35.7,58.7,0.0,0.0,0.0,0.04,0.96,0.84,0,1,0,0,0,0,0,0,0,0
277,15.142,1.588,7.235,4.597,2.176,1.451,3.325,15.695,2.484,5.452,3.786,6.796,2.747,5.833,2.451,1.425,3.053,2.613,6.512,1.932,0.918,37.9,39.45,42.1,4.2,26.1,60.0,30.075,0.390000000000001,20.7,26.5,28.8,40.3,0.0,0.0,0.0,0.0,1.0,0.916666666666667,0,0,0,0,0,0,0,0,0,0
278,2.682,0.671,0.003,2.219,0.751,0.425,0.991,2.895,0.853,1.236,1.646,0.001,1.111,1.198,0.004,0.557,1.064,0.791,2.593,0.757,0.408,37.0,39.0,46.0,9.0,23.0,53.0,30.44,0.199999999999999,10.95,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.458333333333333,0,0,0,0,0,0,0,0,0,0
279,1.992,0.5,0.01,1.644,0.428,0.254,0.663,2.369,0.786,0.52,1.182,0.002,0.743,0.977,0.0,0.4,0.773,0.578,2.007,0.573,0.324,33.1,38.9,54.0,20.9,26.1,57.5,30.46,0.180000000000003,9.25,21.9,0.0,28.8,0.0,0.0,0.0,0.0,0.291666666666667,0.0,0,1,0,0,0,1,0,0,0,0
280,15.754,1.689,8.061,4.454,2.299,1.513,3.542,16.023,2.503,6.196,3.712,7.164,2.738,5.903,2.588,1.419,3.217,2.579,6.49,1.987,0.874,44.1,48.0,61.0,16.9,35.1,63.0,30.43,0.190000000000001,11.5,20.7,0.0,27.6,0.0,0.0,0.0,0.0,0.826086956521739,0.0434782608695652,0,0,0,0,0,0,0,0,0,0
281,16.101,1.699,8.018,4.519,2.348,1.563,3.521,15.962,2.473,6.465,3.744,7.19,2.888,6.127,2.604,1.376,3.235,2.59,6.64,2.097,0.868,48.0,50.0,52.0,4.0,46.0,86.0,30.49,0.210000000000001,10.4,15.0,0.0,20.7,0.0,0.01,0.16,0.0,0.76,0.52,0,1,0,0,0,0,0,0,0,0
282,15.783,1.756,7.901,4.567,2.382,1.508,3.731,15.755,2.537,6.263,3.9,7.317,2.931,6.268,2.643,1.424,3.189,2.733,6.676,2.101,0.881,51.1,53.55,68.0,16.9,41.0,61.5,30.13,0.390000000000001,13.25,20.7,18.45,33.4,0.0,0.0,0.0,0.0,1.0,0.291666666666667,0,0,0,1,0,0,0,0,0,0
283,15.884,1.668,7.842,4.742,2.42,1.534,3.554,15.907,2.514,6.198,3.907,7.142,2.912,6.619,2.547,1.406,3.328,2.748,6.763,2.068,0.81,57.9,61.0,66.9,9.00000000000001,45.05,61.0,29.84,0.109999999999999,18.4,21.9,26.5,35.7,0.0,0.0,0.0833333333333333,0.0,0.875,0.833333333333333,1,0,0,0,0,0,0,0,0,0
284,15.748,1.701,7.407,4.701,2.264,1.502,3.452,15.733,2.501,5.452,3.822,6.727,2.857,5.862,2.576,1.436,3.145,2.639,6.593,2.067,0.871,55.0,62.6,66.0,11.0,48.45,74.5,29.98,0.32,11.5,18.4,0.0,26.5,0.0,0.04,0.0384615384615385,0.0,0.807692307692308,0.307692307692308,1,0,1,0,0,0,0,0,0,0
285,2.874,0.774,0.0,2.444,0.845,0.484,1.248,3.583,0.837,0.976,1.883,0.004,1.162,1.405,0.009,0.642,1.305,0.961,2.863,0.808,0.531,43.0,53.55,66.0,23.0,33.1,47.0,30.315,0.190000000000001,5.8,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0,0,0,1,0,0,0,0,0,0
286,2.173,0.483,0.0,1.72,0.541,0.339,0.665,2.574,0.785,0.339,1.25,0.0,0.739,0.92,0.0,0.377,0.739,0.657,1.989,0.567,0.348,45.0,53.1,62.1,17.1,42.1,62.5,30.3,0.109999999999999,6.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.458333333333333,0.0,0,1,0,0,0,1,0,0,0,0
287,15.759,1.647,7.917,4.558,2.293,1.476,3.421,15.439,2.488,6.12,3.501,7.424,2.678,5.848,2.543,1.426,3.197,2.649,6.642,1.971,0.844,36.0,47.0,55.9,19.9,34.55,61.0,30.37,0.120000000000001,4.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0
288,15.787,1.664,7.948,4.582,2.408,1.544,3.519,15.832,2.477,6.23,3.754,7.292,2.923,6.206,2.566,1.397,3.208,2.695,6.552,2.085,0.897,39.0,48.45,62.1,23.1,32.0,52.0,30.29,0.120000000000001,6.9,13.8,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
289,15.87,1.562,8.122,4.37,2.406,1.46,3.55,15.485,2.413,6.258,3.807,7.389,2.748,6.141,2.588,1.404,3.186,2.676,6.621,2.03,0.837,46.9,53.55,71.1,24.2,38.45,63.0,30.19,0.119999999999997,6.35,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.458333333333333,0.0,0,0,0,1,0,0,0,0,0,0
290,15.707,1.504,7.915,4.567,2.251,1.48,3.35,15.327,2.567,6.236,3.618,7.18,2.793,5.848,2.448,1.412,3.105,2.478,6.541,2.005,0.807,42.1,57.0,63.0,20.9,50.0,75.0,30.09,0.440000000000001,10.4,26.5,0.0,35.7,0.0,0.01,0.0,0.0,0.96,0.32,0,0,1,0,0,0,0,0,0,0
291,15.641,1.529,7.382,4.471,2.109,1.366,3.296,15.142,2.547,5.449,3.628,6.744,2.692,5.821,2.492,1.332,3.016,2.492,6.494,1.937,0.807,33.1,41.0,52.0,18.9,33.55,76.0,30.425,0.279999999999998,8.1,20.7,0.0,25.3,0.0,0.0,0.0,0.0,0.541666666666667,0.0,0,1,0,0,0,0,0,0,0,0
292,3.057,0.716,0.77,2.246,0.809,0.436,1.112,2.682,0.834,1.105,1.682,0.711,1.078,1.437,0.008,0.594,1.201,0.868,2.78,0.773,0.479,39.9,48.0,62.1,22.2,36.0,66.0,30.04,0.23,13.8,19.6,0.0,25.3,0.0,0.0,0.0,0.0,0.64,0.0,0,0,0,1,0,0,0,0,0,0
293,2.067,0.451,0.616,1.775,0.555,0.307,0.655,1.992,0.809,0.335,1.206,0.372,0.744,0.771,0.0,0.388,0.623,0.574,2.031,0.577,0.331,41.0,46.0,50.0,9.0,37.9,76.0,30.34,0.259999999999998,9.2,18.4,0.0,24.2,0.0,0.0,0.0,0.0,0.838709677419355,0.354838709677419,0,1,0,0,0,1,0,0,0,0
294,11.571,1.629,8.09,4.497,2.369,1.513,3.474,15.754,2.508,6.166,3.79,7.607,2.875,5.879,2.583,1.416,3.077,2.631,6.64,1.965,0.861,35.1,43.0,55.9,20.8,37.0,82.0,30.45,0.109999999999999,5.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.583333333333333,0.0,0,0,0,0,0,0,0,0,0,0
295,16.261,1.586,8.133,4.479,2.346,1.537,3.493,16.101,2.454,6.35,3.621,7.533,2.841,5.943,2.663,1.399,3.073,2.598,6.576,1.993,0.827,46.0,48.9,64.0,18.0,35.1,56.0,30.28,0.25,10.4,16.1,0.0,21.9,0.0,0.0,0.0,0.0,0.916666666666667,0.0,1,0,1,0,0,0,0,0,0,0
296,15.967,1.589,7.686,4.442,2.249,1.436,3.5,15.783,2.434,6.013,3.635,7.493,2.808,5.711,2.593,1.453,3.023,2.64,6.546,1.993,0.847,51.1,55.0,63.0,11.9,52.0,87.0,30.15,0.0700000000000003,8.1,16.1,0.0,18.4,0.0,0.07,0.28,0.0,0.72,0.36,0,0,1,0,0,0,0,0,0,0
297,16.061,1.613,7.88,4.6,2.27,1.499,3.447,15.884,2.495,6.157,3.779,7.336,2.873,6.052,2.517,1.423,3.072,2.715,6.58,2.034,0.837,54.0,59.55,68.0,14.0,54.0,81.0,30.1,0.120000000000001,8.65,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
298,15.362,1.576,7.504,4.627,2.188,1.469,3.419,15.748,2.607,5.435,3.678,6.897,2.817,5.826,2.586,1.415,3.157,2.706,6.646,2.005,0.864,50.0,54.3,62.1,12.1,53.1,96.0,30.165,0.27,5.8,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0,1,0,1,0,0,0,0,0,0,0
299,4.465,0.724,0.995,2.431,0.831,0.514,1.189,2.874,0.817,0.988,1.748,0.643,1.158,1.404,0.007,0.642,1.257,0.819,2.8,0.808,0.466,43.0,48.9,64.9,21.9,46.2,100.0,30.35,0.0899999999999999,0.0,8.1,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.757575757575758,0.0,0,0,1,0,0,0,0,0,0,0
300,1.968,0.512,0.753,1.745,0.543,0.307,0.718,2.173,0.767,0.382,1.259,0.493,0.799,1.224,0.0,0.39,0.71,0.642,2.043,0.559,0.345,50.0,51.9,64.0,14.0,52.0,100.0,30.22,0.289999999999999,6.9,12.7,0.0,0.0,0.0,0.0,0.1,0.0,0.966666666666667,0.366666666666667,0,0,0,0,1,0,0,0,0,0
301,15.558,1.583,8.087,4.505,2.366,1.468,3.43,15.759,2.498,6.221,3.682,7.441,2.775,5.898,2.595,1.407,3.132,2.62,6.542,1.918,0.82,42.1,47.45,60.1,18.0,44.8,93.0,29.99,0.27,13.25,24.2,0.0,34.5,0.0,0.03,0.107142857142857,0.0,0.714285714285714,0.5,0,0,0,0,0,0,0,0,0,0
302,15.807,1.672,7.904,4.551,2.386,1.544,3.478,15.787,2.457,6.431,3.692,7.418,2.823,6.215,2.632,1.397,3.125,2.558,6.558,2.087,0.847,30.0,37.9,43.0,13.0,26.1,59.0,30.2,0.18,9.8,19.6,0.0,25.3,0.0,0.0,0.0,0.0,0.625,0.125,0,0,0,0,0,0,0,0,0,0
303,15.174,1.668,7.978,4.54,2.323,1.559,3.54,15.87,2.392,6.706,3.767,7.402,2.88,6.187,2.586,1.458,3.172,2.7,6.722,2.062,0.847,36.0,41.0,55.0,19.0,28.9,63.0,29.9,0.23,11.55,16.1,0.0,19.6,0.0,0.0,0.0,0.0,0.791666666666667,0.0833333333333333,1,0,1,0,0,0,0,0,0,0
304,1.377,1.575,7.903,4.584,2.366,1.484,3.45,15.707,2.537,6.919,3.706,7.349,2.829,6.058,2.549,1.404,3.15,2.607,6.579,2.054,0.909,39.9,46.9,57.0,17.1,34.55,68.0,29.885,0.100000000000001,9.2,18.4,0.0,24.2,0.0,0.0,0.0,0.0,0.958333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0
305,5.116,1.591,7.432,4.595,2.151,1.443,3.192,15.641,2.42,5.461,3.603,6.927,2.652,6.062,2.594,1.324,2.879,2.374,6.486,1.93,0.777,48.0,50.55,60.1,12.1,37.0,59.0,29.83,0.0799999999999983,12.1,15.0,0.0,23.0,0.0,0.0,0.0,0.0,0.958333333333333,0.708333333333333,1,0,0,0,0,0,0,0,0,0
306,2.46,0.779,1.024,2.307,0.897,0.465,1.196,3.057,0.856,1.066,1.701,0.735,1.181,1.338,0.013,0.635,1.227,0.906,2.876,0.821,0.444,57.0,59.0,64.4,7.40000000000001,55.0,83.0,29.55,0.399999999999999,15.0,23.0,23.6,35.7,0.0,0.06,0.107142857142857,0.0,0.892857142857143,0.571428571428571,0,0,1,0,0,0,0,0,0,0
